mmc_code,name,generic_name,mmc_type,price_low,price_high,as_of,search_category,matched_terms
04520050,GRAFT PACKAGE - VLC,,VASCULAR AND LYMPHEDEMA CENTER,13130,16500,"March 04, 2026",blood_test,PACKAGE
04520019,HEMODIALYSIS ACCESS ULTRASOUND OR AV FISTULA/GORTEX SCAN VLC,,VASCULAR AND LYMPHEDEMA CENTER,9550,12000,"March 04, 2026",radiologic,ULTRASOUND
04520021,INFERIOR VENA CAVA ILIAC AND RENAL VEIN DUPLEX SCAN/ULTRASOUND - VLC,,VASCULAR AND LYMPHEDEMA CENTER,8550,10700,"March 04, 2026",radiologic,ULTRASOUND
04520051,LOWER EXTREMITY ARTERIAL + VENOUS DUPLEX SCAN PACKAGE - VLC,,VASCULAR AND LYMPHEDEMA CENTER,16990,22800,"March 04, 2026",blood_test,PACKAGE
04520022,LOWER EXTREMITY ARTERIAL DUPLEX SCAN/ULTRASOUND - VLC,,VASCULAR AND LYMPHEDEMA CENTER,8770,11800,"March 04, 2026",radiologic,ULTRASOUND
04520023,LOWER EXTREMITY VENOUS DUPLEX SCAN/ULTRASOUND - VLC,,VASCULAR AND LYMPHEDEMA CENTER,9150,12200,"July 02, 2026",radiologic,ULTRASOUND
04520024,LYMPHEDEMA ULTRASOUND - LOWER EXTREMITY - VLC,,VASCULAR AND LYMPHEDEMA CENTER,7910,11500,"March 04, 2026",radiologic,ULTRASOUND
04520025,LYMPHEDEMA ULTRASOUND - UPPER EXTREMITY - VLC,,VASCULAR AND LYMPHEDEMA CENTER,8150,11500,"March 04, 2026",radiologic,ULTRASOUND
04520053,PAD PACKAGE,,VASCULAR AND LYMPHEDEMA CENTER,15230,19100,"March 04, 2026",blood_test,PACKAGE
04520066,PELVIC CONGESTION ULTRASOUND - VLC,,VASCULAR AND LYMPHEDEMA CENTER,9000,11300,"July 14, 2026",radiologic,ULTRASOUND
04520054,SEGMENTAL LOWER + TBI PACKAGE,,VASCULAR AND LYMPHEDEMA CENTER,10600,13300,"March 04, 2026",blood_test,PACKAGE
04520055,SEGMENTAL UPPER + FBI PACKAGE,,VASCULAR AND LYMPHEDEMA CENTER,10070,12600,"March 04, 2026",blood_test,PACKAGE
04520056,STROKE PACKAGE,,VASCULAR AND LYMPHEDEMA CENTER,16490,20700,"March 04, 2026",blood_test,PACKAGE
04520040,ULTRASOUND GUIDED COMPRESSION OF PSEUDOANEURYSM - VLC,,VASCULAR AND LYMPHEDEMA CENTER,16930,21200,"March 04, 2026",radiologic,ULTRASOUND
04520057,UPPER EXTREMITY ARTERIAL + VENOUS DUPLEX SCAN PACKAGE - VLC,,VASCULAR AND LYMPHEDEMA CENTER,16990,22800,"March 04, 2026",blood_test,PACKAGE
04520041,UPPER EXTREMITY ARTERIAL DUPLEX SCAN/ULTRASOUND - VLC,,VASCULAR AND LYMPHEDEMA CENTER,8770,11800,"March 04, 2026",radiologic,ULTRASOUND
04520042,UPPER EXTREMITY VENOUS DUPLEX SCAN/ULTRASOUND - VLC,,VASCULAR AND LYMPHEDEMA CENTER,8770,11800,"March 04, 2026",radiologic,ULTRASOUND
04520069,VARICOSE VEIN PACKAGE - VLC,,VASCULAR AND LYMPHEDEMA CENTER,15150,19000,"July 14, 2026",blood_test,PACKAGE
04520058,VENOUS PACKAGE,,VASCULAR AND LYMPHEDEMA CENTER,14700,18400,"March 04, 2026",blood_test,PACKAGE
18380008,MWC AVANT GARDE MARGAUX PACKAGE,,WOMEN CENTER,19200,19200,"March 05, 2026",blood_test,PACKAGE
18380011,MWC LIFESTYLE EXECUTIVE PACKAGE,,WOMEN CENTER,41000,41000,"March 05, 2026",blood_test,PACKAGE
18380016,MWC STELLAR MELISSA PACKAGE,,WOMEN CENTER,62500,62500,"March 05, 2026",blood_test,PACKAGE
18380017,MWC ZENITH MELISSA PACKAGE,,WOMEN CENTER,36250,36250,"March 05, 2026",blood_test,PACKAGE
